id,width,height,ionizationclass,FluxCompensation,pressure,karma,modulation,weight_in_kg,weight_in_g,error,error_type,Quality,reflectionScore,distortion,nicesness,multideminsionality
232,24.739759979376,100.015341208794,C,I,100.038518184268,980.346724868359,108.896421141995,61224.6274148014,61224627.4148014,no,None,99.8842192665899,725.289612103638,51.8384014526281,22.8233550037506,no
233,13.9920878494553,101.048336044001,C,I,107.787730357323,901.730435067916,100.180258354076,19792.4144148364,19792414.4148364,no,None,91.1318674292747,695.388257403071,48.1218996273937,10.7967716121175,no
234,17.6694195181225,102.652671743142,B,III,101.54040961583,860.167378542609,97.6477959381885,32058.3485816194,32058348.5816194,yes,minor,97.3267317407118,671.038873486507,55.2557914894007,20.057363791915,no
235,18.6532430242341,99.7728645311349,B,II,95.5717598639911,883.465446686544,100.704132519289,34725.177118586,34725177.118586,no,None,94.5247101516066,638.274064241831,52.2603876197365,17.5161064171566,no
236,18.0451729593457,103.198298956794,B,I,99.4584788472585,826.107199719278,97.5445020047772,33614.5054293564,33614505.4293564,yes,critical,98.5535315615459,747.250973813226,52.473322374716,15.4686107318475,no
237,26.7435350599586,99.4369438021436,B,II,100.337481891973,1095.38583430672,97.9640018396761,71129.2514894056,71129251.4894056,no,None,98.6999011304392,738.524660504707,53.6400807529713,27.1053870738038,yes
238,19.8861764935079,99.900203722179,B,II,101.772755814869,1029.09277286063,103.751790458725,39516.2675920095,39516267.5920095,no,None,97.4827400572155,647.164438676032,49.8574648514975,21.718240920646,yes
239,21.2211292555173,100.320428254642,C,II,99.142528525696,1015.95388688179,102.809455442354,45187.9774679466,45187977.4679466,no,None,98.1065698574379,732.707289995392,48.47523895937,20.6451904470071,no
240,15.2881414606804,98.9952388751893,C,IV,104.921054196366,1006.7928259556,107.287369354132,23148.1500112101,23148150.0112101,no,None,94.8425687539539,682.954195848013,49.3051336698001,17.2834974790574,no
241,16.3539136174521,101.431876097552,C,I,101.557286855804,1052.27889518777,95.720672162928,27136.473495623,27136473.495623,no,None,96.7352352063907,715.513826549817,51.148875503879,15.6280657230721,no
242,24.9903445427742,97.3084253936736,B,IV,100.009967337229,1113.58742048221,102.197735058612,60781.0359458839,60781035.9458839,no,None,99.5819538044223,684.411106558655,51.4039443557984,24.845467463362,no
243,26.2924083229778,99.9887128693957,C,I,96.5419047463789,1068.69794317862,97.9598313859188,69132.3689719566,69132368.9719566,no,None,95.3340473562403,748.312705416944,50.0632857915916,28.2400235438225,no
244,26.2443184440505,98.9189149005209,C,III,100.601375664042,800.793636736617,96.219929545868,68143.2743859689,68143274.3859689,yes,minor,98.7882830130364,740.188001793173,50.7755241702937,24.6835974764857,no
245,13.0968147523734,98.9058525183006,A,II,92.1953119020101,1051.21813588739,100.297334374207,16977.1655271706,16977165.5271706,yes,minor,90.6723141260031,734.114621024863,52.1191382081333,12.1209654743696,no
246,30.249803468182,102.302890774089,A,I,99.490007219141,996.753199458881,100.065961363648,93621.1989686117,93621198.9686117,yes,minor,99.0184358492795,686.528837169506,48.7364015601087,26.7631198167299,yes
247,25.0843641489977,102.104439363892,A,I,97.051630597682,970.776135300279,101.652671284777,64256.3350988087,64256335.0988087,yes,minor,96.326513194111,689.566631559264,50.8060185152578,24.7084672376843,yes
248,19.8664126793087,103.196053057405,B,II,101.232764062167,1015.88934383327,99.2069588422361,40740.7181362445,40740718.1362445,yes,severe,96.2532305231357,704.889382612812,46.2097133694035,16.9045830060645,no
249,23.5180388939913,99.4724064137831,B,III,102.045775275333,908.598113368329,102.052180903871,55026.6161565202,55026616.1565202,no,None,97.5683347730263,684.56612027043,50.5899949098218,24.1759338370067,no
250,15.1430738542407,100.064801575094,A,II,98.0163768536334,1341.38943609568,98.2774910973757,22955.2582689554,22955258.2689554,yes,minor,97.2508049346446,665.277849112212,52.090382970771,16.2967660564195,no
251,14.5192187922057,96.8968333846282,B,I,97.1588271622048,1038.83636317208,99.3194365876272,20436.9835845114,20436983.5845114,no,None,96.0965217799826,694.245295431939,51.3668730790524,14.9350602224633,no
252,20.245252254688,99.223641139951,B,IV,101.048050441458,1079.60264515884,97.7237733862627,40678.9467296669,40678946.7296669,yes,critical,98.0178622616486,667.99575194777,49.8322466780118,20.5955159453789,yes
253,14.0075207172111,103.52829624436,B,IV,97.6125666400324,926.804458293336,106.86453395702,20324.432012961,20324432.012961,yes,critical,97.3218642132526,709.84179617924,51.4316099480297,17.5770976106268,no
254,20.9500949927987,99.1669445448726,A,I,94.8232990981162,1006.10995219298,105.770797221148,43534.7253280465,43534725.3280465,yes,critical,93.0599558690336,686.092755167288,53.5300407159274,19.6163481851031,no
255,26.4885294980233,97.6673226224212,B,III,97.0573405072938,1083.37973936758,97.6637373009512,68536.2270045203,68536227.0045203,no,None,96.4791996252086,690.299030356175,49.8477805136595,28.3502221876377,yes
256,14.8306313851762,100.08378913237,A,II,101.665425967565,874.162830140468,101.620857129942,22024.2225529022,22024222.5529022,yes,minor,98.0035492567951,650.069728373713,45.2626133113518,11.4686079902277,no
257,16.3077962289347,102.492978260519,A,III,100.674071159332,963.896292882508,99.8014761377285,27267.7962737473,27267796.2737473,yes,critical,97.846364040459,751.238455612604,50.8573440727601,18.5521415808738,no
258,20.2328196972543,96.8440573915833,A,IV,90.9167143585058,894.430391360425,102.065879415813,39653.5021135221,39653502.1135221,yes,minor,90.6319574330854,696.142055196832,51.5251102814387,20.2336003444234,yes
259,14.9120194008695,99.4923590564218,B,III,96.3087328910188,1048.25950452661,100.139204471083,22134.2006165772,22134200.6165772,no,None,95.5348998171633,691.595341104075,50.9249813432296,13.76801445801,no
260,18.0835802005686,100.935661084101,C,I,102.927375688954,1022.85594792616,96.9048889929899,33018.9156687544,33018915.6687544,no,None,96.1813814853758,735.241932490983,53.2728772174861,21.4596877202864,yes
261,24.363777058357,103.955059988912,C,I,101.043057625135,856.921058011501,99.2639912887027,61718.0409902154,61718040.9902154,no,None,98.775573940552,669.829529845973,48.8024863003081,23.9303270746831,no
262,1e+10,98.7687884103128,B,III,97.1482163565405,943.653308675708,96.1575197133106,9.87687884103128e+21,9.87687884103127e+24,no,None,96.2786653573988,678.188782383122,50.3817292035129,10000000001.3761,yes
263,1e+10,103.038843202422,B,III,102.207386108797,985.944592502595,95.0345024834002,1.03038843202422e+22,1.03038843202422e+25,yes,severe,97.1588484078237,721.584078526249,53.3830003702385,10000000001.339,yes
264,10.7422216846627,99.1342096128764,B,III,100.676579919584,881.86506394022,100.424791308749,11449.5704785394,11449570.4785394,no,None,98.676427237342,724.639987319273,48.4823959309593,9.69761904789105,no
265,19.7300163158692,97.9379645838766,A,IV,100.501945174696,1037.29792007249,102.165282264479,38135.4608375104,38135460.8375104,yes,severe,98.5404530357347,648.589793478712,48.5418160148041,20.1354812135106,no
266,25.3238660716914,97.7313310033546,B,IV,95.7581919338086,978.468477427895,101.152075646613,62685.4323122377,62685432.3122377,no,None,95.2212226192739,703.287252544421,49.1096793635968,24.2167680414907,yes
267,24.065975187058,99.5578037492449,B,III,94.2417160122679,1119.968581822,102.47303796092,57669.1220710058,57669122.0710058,no,None,93.4392181473172,705.314723827349,46.5503962329885,19.8284339396438,yes
268,19.0459176294786,99.9551706021921,A,II,96.7565688768264,945.549035148508,101.209733506908,36267.648566747,36267648.566747,yes,severe,95.1312796301606,705.208734196292,49.9010563169563,17.4235511692478,no
269,6.50035095718149,99.354196343952,C,I,105.906273605602,1014.86387270195,103.660348113356,4207.69219480698,4207692.19480698,no,None,92.1566125303039,731.991880393686,47.5188523920911,1.84898912591979,yes
270,20.3048331940056,102.104446319451,C,II,98.8333316899918,882.337079335533,93.8640373635186,42104.5740392377,42104574.0392377,no,None,98.1838733893612,658.04064144144,46.3776777383542,19.9845074929778,no
271,22.8687584874179,100.37908233139,B,IV,98.8488957892823,1045.85942188644,100.822885847753,52504.9771392639,52504977.1392639,yes,minor,98.4305535414817,688.118910566934,51.5062646550361,23.5339311875562,no
272,20.2290178986255,99.7883447822683,C,IV,99.50361520549,963.816148637324,106.885316533369,40844.2821674645,40844282.1674645,no,None,99.2222664241761,658.241103645585,48.0818038842747,20.466999508217,yes
273,20.7870627008794,98.7948910549346,B,IV,100.128040117426,807.527155962098,101.781711189241,42700.6772320626,42700677.2320626,no,None,99.4042653851107,693.84627366347,52.59724486171,17.833726636442,no
274,22.1578268643439,97.4079681374759,C,III,100.763218396538,1001.78338223443,95.8986319208244,47834.8439285537,47834843.9285537,no,None,98.2212655155916,664.790916029052,49.5344556749543,24.4213045171705,no
275,18.0172513197489,96.0813467225869,B,IV,103.126174381372,1035.85341452589,94.6458365065355,31199.4835141064,31199483.5141064,no,None,96.5202096371603,692.620708254462,50.3278064853663,16.9699569345353,yes
276,26.5498911287577,100.426823461042,A,II,102.135458288826,1069.75498588932,103.56534623471,70801.018281957,70801018.281957,yes,critical,97.6033826498101,708.337355617251,53.4564485176192,23.4400497511101,no
277,22.3519669993697,100.050671740222,B,III,107.215962701254,1048.03934637469,100.391377053057,49997.9626895806,49997962.6895806,yes,severe,92.1028115821748,718.695627862592,50.9129463237226,21.4411699109141,yes
278,13.786648647127,102.73004637572,B,III,106.004084106354,995.805589285005,102.957870755676,19536.169040039,19536169.040039,yes,severe,93.5139416837148,694.723718921138,49.1713514064975,15.4059793405636,yes
279,26.9078772819277,100.58218761649,C,III,103.441522491914,1125.00878828694,99.5324561332094,72835.3015507084,72835301.5507084,no,None,95.2006639607618,700.488890570436,49.1249945963161,28.5573594686002,yes
280,26.0222946850491,101.594435402252,A,I,93.9700940458845,1162.58060337893,94.5935322435334,68806.5903114102,68806590.3114102,yes,severe,93.1301375476646,698.415273858088,50.1861872249297,27.0466017644802,yes
281,24.1203698184094,100.081972748751,B,I,104.782298736962,865.646504630399,106.110277303809,58237.6648743417,58237664.8743417,yes,severe,94.3153859302688,687.900882427183,50.1169846886666,20.481921964669,yes
282,11.686852989072,98.3633519007482,A,I,100.767435836831,1044.91944206823,98.4249145179147,13446.3005601683,13446300.5601683,yes,minor,97.4085626643256,700.331208408735,49.4175135911853,15.4078763963117,yes
283,17.1534682819726,100.579281286329,A,III,102.476836251903,1018.81838269274,103.286534096776,29604.8735311787,29604873.5311787,yes,critical,97.5227916791478,653.510699390085,49.4997445854557,19.7088147995269,no
284,23.1775690864476,100.679574222602,B,III,97.8328436063776,754.253685907642,96.4933528745399,54093.6218976848,54093621.8976848,no,None,97.3101802977793,658.053476750968,50.255958839593,22.1952780249991,yes
285,20.2186100378893,98.3652145384731,B,I,102.220774426488,1056.35268995148,95.5497113355081,40220.6423232556,40220642.3232556,no,None,97.753895606813,690.614753690391,50.9838695404258,21.8251550247913,no
286,21.7400615183065,99.9425013695438,C,I,105.198551303498,965.126643748339,95.9548523697972,47244.9729578593,47244972.9578593,no,None,93.8021332528084,647.495872202169,48.043396785394,18.4396064649203,no
287,32.2979677443521,104.001563302224,B,IV,100.616252507187,1029.92078088962,102.290600927595,108500.624053813,108500624.053813,yes,minor,99.0597575511231,717.28096712433,48.3523063174938,32.2652164776254,no
288,15.9080983780017,97.7414678734308,B,II,98.6037708185172,994.199221687814,99.3499367920511,24744.0638930113,24744063.8930113,no,None,98.349576909627,658.595456145042,49.3861109711011,18.979368250676,yes
289,9.43399942535432,102.944357184139,A,IV,101.791892073621,1006.88164797803,102.625437747516,9172.71756934223,9172717.56934223,no,None,97.8193542404808,696.93374348871,49.1061847336033,10.5783259581777,yes
290,21.3684763621521,99.5458621670302,B,II,101.297034416295,849.595410526221,95.1978014243912,45463.6514789651,45463651.4789651,no,None,98.1303756634221,696.859468618459,49.3805874261313,24.3551634374695,no
291,16.5620157937829,102.964621192484,A,IV,99.8554612859488,871.424181574545,96.3555955148011,28253.1848339662,28253184.8339662,yes,minor,99.2611192264649,754.938930887226,50.0363763226382,11.5239213804847,yes
292,22.2302052648093,98.3138936510254,C,IV,94.1210752983463,908.081927672221,100.554914805856,48596.276037819,48596276.037819,no,None,94.0771302622739,670.954528501382,53.3559003569825,22.1341107195718,yes
293,15.938076381047,99.8676093450882,B,IV,101.312709499206,968.155528429166,103.094416595168,25378.2038274227,25378203.8274227,no,None,98.3417027245456,662.029975413873,48.9937734777468,17.6107280850773,no
294,31.0602774016757,100.622466996716,A,I,100.06581371011,1069.43610254994,102.327253056299,97084.2558948409,97084255.8948409,yes,severe,99.7662649954418,748.791282251391,48.4518016132523,30.3887406959339,no
295,19.3814701421128,99.7748195433932,B,I,100.955993122815,959.772529542114,103.57246311638,37487.9054516975,37487905.4516975,no,None,99.0433650765412,646.350490895847,52.7710360928657,19.9179704224344,yes
296,17.6133224698497,101.317477677885,B,II,101.697259265684,1058.24630531231,102.769295527479,31441.5162034436,31441516.2034436,yes,critical,96.954952344215,687.288469323597,48.9542733108889,17.5401101277335,no
297,19.168692542567,99.666276999781,A,II,100.565590159001,921.189268994079,102.555347776134,36629.974438397,36629974.438397,yes,severe,98.0387284334349,730.511181824254,47.0155484786328,20.0616700672986,no
298,24.3128169181322,102.41774693032,C,II,102.199253077366,1152.90424001089,98.4178731997367,60550.8417245309,60550841.7245309,yes,critical,97.6661477139391,699.828975173223,46.4392340618502,24.2261841720962,yes
299,20.4867024260141,100.340838867768,B,III,100.403038542346,998.975454944576,100.099238559731,42121.5722679204,42121572.2679204,no,None,98.8204885004793,704.160660030919,47.6841265761321,20.3884100388265,no
300,11.8719163039436,101.38483927249,A,II,101.99562936811,969.8286418436,98.5284130550789,14299.45084915,14299450.84915,yes,severe,97.9080791490155,738.199784143883,47.6070288222584,11.2608484253336,yes
301,19.9768961608677,97.6289061268824,B,I,93.0274823608053,1105.65221199979,98.2600057478018,38972.3456607191,38972345.6607191,no,None,92.8141911544674,716.565835462585,49.7480731721841,19.6686764172055,no
302,23.8012108383103,98.6832214186059,A,III,102.595171380691,947.93719641736,100.107963848649,55912.9885741443,55912988.5741443,yes,critical,96.4744908753298,660.912148181768,46.9865196741991,24.1440338930371,no
303,20.1949545643628,102.179015897583,C,II,99.796811178828,1044.28199035339,99.813237159444,41684.1943889686,41684194.3889686,no,None,99.5090831105256,705.258532996019,50.7834904164303,18.1614523878431,yes
304,23.6753607080722,101.017571882321,C,III,103.612827995722,825.762512440454,102.855893805611,56632.7504463756,56632750.4463756,no,None,95.6145521066438,676.030534207261,48.3700075044,22.8828152932312,yes
305,19.2676368650057,99.7281867487991,A,II,92.4087079879838,906.337543549008,98.2553723881609,37034.6249003636,37034624.9003636,yes,minor,91.3273386452727,720.806689648094,49.4548133817387,20.2187586268824,yes
306,19.7105633230936,99.7824345260862,C,III,106.601682225249,795.311058718629,94.4935451240654,38774.210121889,38774210.1218891,no,None,91.979899655657,704.081308105835,51.0120296048789,18.7631521255104,no
307,22.4118473305227,101.509800320909,A,I,100.08657191625,945.226591364969,98.571849489953,50995.7272436717,50995727.2436717,yes,minor,97.6694442248116,700.054024399183,50.8374233885825,22.8274523055923,yes
308,24.9647181838787,99.5523773567601,B,I,104.855299176055,1033.52402759749,103.38259079193,62056.1067695451,62056106.7695452,no,None,93.6852262172559,643.038541362958,47.3749598857976,30.0938467185776,yes
309,13.7680225098398,100.14991034188,C,I,101.3644107043,968.853293104334,99.8284638699684,18993.1480206713,18993148.0206713,no,None,97.6851380517377,716.663193515517,48.4751894257717,14.951346481259,no
310,19.832562375772,96.7080903957,C,I,102.521261069049,925.816820714308,103.149769442029,38049.4905989742,38049490.5989742,no,None,95.8523135058454,709.27544102142,49.7817206313898,16.8805878003852,yes
311,19.64518909375,103.54801873031,B,I,103.468045703096,1093.90202392197,100.819841222401,39971.7183822636,39971718.3822636,yes,critical,94.6869728417483,653.954083679988,49.8799598308176,20.1590339412517,yes
312,16.2053967313452,101.531935831953,B,IV,97.2009037120293,917.230668866241,101.160562511856,26675.1452156885,26675145.2156885,no,None,95.5492094776331,677.876973505258,45.9702318884858,17.8334582921249,yes
313,14.8282031953042,101.664575686022,C,I,101.92614961691,1072.50462436971,102.037175003615,22363.1433120266,22363143.3120266,no,None,96.7246153610111,683.247395977804,47.3914530362258,10.8621064178727,yes
314,16.8463402301459,96.1890849550538,C,I,100.548637505755,1056.92292659472,101.203828685268,27307.0827144987,27307082.7144987,no,None,98.7766047807786,718.343359560787,50.9657868692464,16.9733041639894,yes
315,22.934038600065,99.9583266476112,C,II,97.4769041711593,909.349215907622,98.8963724455519,52584.1769258768,52584176.9258768,yes,minor,97.1692561732325,652.943789296505,48.616993338677,23.4340026632038,yes
316,17.9183867190817,99.1821321751036,C,I,93.2608212690787,1018.59793960474,97.246426916614,31852.2723397125,31852272.3397125,no,None,88.9327299952258,661.664682477539,46.6903798879536,22.474368804928,yes
317,16.0755609524734,97.2472273868464,A,II,101.684823739172,901.169277029525,100.135068721758,25141.0532530942,25141053.2530942,yes,minor,98.1632153047363,712.611409220876,49.1981110119209,19.1887833876038,yes
318,20.8170815974305,101.454860748787,B,III,101.613750333705,1098.75838081327,94.5211437836051,43975.2486933041,43975248.6933041,yes,minor,98.2467366153474,700.735125414138,46.9676771307567,17.9924420987022,yes
319,13.8164288244533,102.468261562474,B,II,100.717532122382,1093.88212243874,104.761417848683,19569.6729736202,19569672.9736202,yes,severe,97.8026945411604,689.705374579206,51.8446936991295,13.9474041808605,yes
320,25.2293688811834,98.8935511882451,C,III,98.4307636460017,958.465232212076,99.1870542146801,62958.2354660717,62958235.4660717,no,None,97.9256120769347,708.120869599295,54.0030252205556,24.8622077645004,yes
321,17.5770229189065,99.5416196441425,C,III,99.5113385151665,1216.19004135438,102.509503074846,30762.0663146888,30762066.3146888,yes,critical,97.8769009629339,692.449773759074,50.2229066027751,16.0708879064748,no
322,20.9456440584033,103.422923977845,B,III,100.019443405706,1017.30410901572,93.4633048241148,45383.4362355526,45383436.2355526,yes,critical,99.203529508794,645.478872757595,49.5716600216857,22.2597215842586,yes
323,20.2550316578749,96.700384193406,A,II,101.305941443976,1055.00604897087,98.8972635185744,39684.8534252223,39684853.4252223,yes,minor,97.0105624099403,664.086585396643,49.6280421924242,20.7501945786907,no
324,19.9987966555678,101.488441570876,B,I,104.456514875358,1037.80536391014,105.11830005572,40601.2985517056,40601298.5517056,yes,severe,94.3382097490831,714.586002701441,50.3280233552285,17.0216911570259,no
325,29.0469102122143,99.3719573520382,A,I,101.277436605317,1083.93562941273,101.361984578122,83853.0184265623,83853018.4265623,yes,severe,97.8648640152547,665.163061460035,49.4154925048308,24.9198540290879,yes
326,15.8733602144503,99.7693783171911,B,I,102.002425247048,839.959565748526,97.5547715939367,25148.6072001835,25148607.2001835,no,None,97.249150787469,743.391043831277,47.3411319416896,15.8163032252772,yes
327,25.7273522611399,98.7780513144557,C,IV,102.429636875107,1037.1484698406,100.338502589739,65390.1753663844,65390175.3663844,no,None,96.149737745941,744.482816175372,51.2433119217544,30.5459091105566,no
328,20.1578659377662,102.193390758038,A,IV,98.8101627920412,856.57755553506,101.614236202923,41533.7335678055,41533733.5678055,yes,minor,97.7227939929789,655.873290164562,45.5839225136147,17.7263927705764,no
329,15.8239709734664,97.7456647778325,B,III,99.1405066327496,1058.32458425121,102.105112891159,24484.7473507623,24484747.3507623,no,None,97.6260398041208,731.498215732828,48.7996557411602,17.1843658494955,no
330,19.6561817549174,101.925218984877,A,II,102.369087532028,986.170771941759,97.0019355765605,39390.4244165481,39390424.4165481,no,None,97.2897840575625,704.033557650432,49.4272206671528,18.225495503151,no
331,23.7338584350623,102.812928032464,B,IV,101.7122371145,1142.72211776394,96.2112509097632,57924.1242618379,57924124.2618379,yes,minor,97.6597631155261,707.597184164769,49.4353538319194,21.5772647492879,yes
332,17.872406328027,96.7167009822006,C,I,98.5947938924338,1102.53234856671,100.758246538286,30902.911012067,30902911.0120671,no,None,97.1845967709778,702.408135292355,51.6952568705199,17.7367210050292,yes
333,16.1395888240327,97.7461916149015,A,I,101.350674246586,1102.53672289721,100.290431901155,25470.3970297226,25470397.0297226,yes,critical,98.6370654847324,710.802730855737,46.7666114147094,19.3477333086129,yes
334,20.7638205337395,101.183090961005,B,II,103.770861658347,1036.11911936139,95.1327275532739,43632.4156890075,43632415.6890075,yes,minor,95.4347225677488,688.024666910395,47.4105384819231,20.4756441999489,no
335,24.942984225894,98.0873817609881,A,I,100.712247258608,923.95823648811,98.8084986417993,61033.5187025539,61033518.7025539,yes,critical,98.9259922472562,682.926345725668,49.0429757544812,25.1977019226774,yes
336,19.6327083266391,98.6169402273072,C,II,100.402304820167,1029.66307487094,101.062628395864,38020.3837345016,38020383.7345016,no,None,98.0391548470334,752.360226745164,52.3122500849271,14.8815571516168,no
337,13.0648672322013,99.1092944652973,C,II,102.459476087669,1262.30930738902,100.33789018829,16926.4266532881,16926426.6532881,no,None,97.5218764319312,673.786107162082,46.8973829665951,12.1910325672582,yes
338,13.4666204781232,99.3110315433469,A,II,103.718834177755,1003.02745229823,98.0618729880262,18019.3632641628,18019363.2641628,yes,minor,95.8748980266109,678.96294509869,51.6926257613523,15.9969025425,no
339,16.1580233746103,101.407396370492,C,III,98.5882902717456,1071.1870641108,101.191609109338,26486.5459596589,26486545.9596589,no,None,98.4104449070163,666.484635469099,49.6804025827107,14.666728980907,no
340,17.3644593731277,98.7939884704115,A,IV,103.666669132176,986.677664862849,101.753223932406,29799.1801100044,29799180.1100044,yes,severe,95.8809334054626,708.413597284059,51.1832623481136,16.212453227017,no
341,19.8928646747919,100.178700824829,B,IV,102.390628419823,1140.03774961108,100.346398816126,39652.3124482596,39652312.4482596,yes,critical,97.4189548453303,681.156673878836,52.292489211518,18.2774078303224,yes
342,23.3524903549814,101.47498927444,C,II,101.981186442749,984.415115732575,101.955146180392,55349.9662925428,55349966.2925428,no,None,97.7821588068726,702.753520744859,49.0511704146082,20.4880895724595,no
343,17.826914807138,96.9192411108565,C,I,103.791068419562,940.141946632358,97.8679937874873,30810.0174546709,30810017.4546709,no,None,96.083426721311,709.33427394843,49.8333477241566,17.4964665183421,no
344,14.4306010834358,98.6207354147024,B,I,99.9825810848303,1161.61381909285,100.023045801738,20545.9688562737,20545968.8562737,no,None,99.1765156608437,774.088540138155,48.4558373531432,12.7314087079115,yes
345,23.0355299743925,101.719586920419,C,II,98.2345353467731,1054.42400199229,103.286106108154,53986.2647877564,53986264.7877564,no,None,98.0043549389633,661.352748314365,46.3382661151332,23.9282045741693,yes
346,21.377284843698,99.2469605186485,A,IV,100.855189528803,1147.60311085164,101.083560938124,45365.4188909784,45365418.8909784,yes,severe,97.82160691369,736.284652165844,51.0180491732377,19.125941717499,yes
347,25.7867353470737,94.9298330593895,B,III,99.7228854484003,979.876969237848,98.881230385976,63133.8546148685,63133854.6148685,no,None,97.7038516465412,703.815479852834,50.0663241852986,23.8422017347146,yes
348,11.5875957026087,98.2843815427656,B,IV,101.750487027393,1036.96785042149,99.3402354714126,13207.9119868533,13207911.9868533,no,None,97.4118625715904,663.427350338486,48.665431313985,10.7606455415242,yes
349,20.4365954444744,101.632052813852,B,IV,101.72148128248,1151.09060492818,99.3104458824867,42456.8241395589,42456824.1395589,yes,severe,98.2573562651834,758.422467153928,53.7690332217624,21.8703752220189,yes
350,26.7668094697133,99.1468221815484,C,II,93.4981984607182,905.960381421167,103.064640410679,71044.5123436495,71044512.3436495,no,None,92.5191559350719,741.635487527719,50.1734275951195,26.8293100121737,no
351,23.6208690034168,99.1907263199166,A,IV,96.7167224172902,1017.00414142489,95.6978037034516,55354.990476498,55354990.476498,yes,minor,95.7893231749209,715.069185613717,50.3660735141409,25.6627915650156,yes
352,15.8372358711789,99.708461551475,A,III,100.219658877687,761.569587847539,103.508520646449,25018.5979425081,25018597.9425081,yes,minor,99.6108727542567,755.601444212188,47.5209231591264,15.1713303494645,no
353,23.6626424338421,101.438932736135,B,I,92.1761656995233,1015.00161801133,103.222306389575,56807.9635711647,56807963.5711647,yes,minor,91.7096933541043,710.171809695187,51.8962165197836,22.1584105967141,no
354,15.6403656500139,99.0178184955613,A,III,99.2648074238722,896.278119606921,99.0948770766997,24231.3788265204,24231378.8265204,yes,minor,99.1913233609272,691.267545544349,47.8031623590713,11.8985797822137,yes
355,17.733012443851,100.951916876837,B,I,95.3634905939114,946.873177004563,101.823603173745,31754.9213132547,31754921.3132547,no,None,93.4850326912717,729.353483534972,48.2001170734972,19.055330338507,no
356,25.9376713931454,101.146307336105,A,IV,101.722590415179,834.680690129728,98.9936043714147,68056.7655230969,68056765.5230969,yes,minor,96.7270236248801,738.126432682404,49.2845411530859,28.7467653285459,no
357,18.5492734410496,97.9622808445687,B,II,101.61720660503,1036.81159071666,102.495559178661,33716.7510211492,33716751.0211492,no,None,98.0979685087882,645.152076471422,53.1996158582223,18.2286153671188,yes
358,24.1427307248272,99.8762555311273,C,III,94.3626191110023,1094.67844599333,97.061586089448,58225.881678767,58225881.678767,no,None,94.2244455405263,711.546207094161,49.2428312591278,25.2177440564922,yes
359,18.5438614561042,98.9233897967911,B,II,100.951806677388,1036.76626010243,106.492452232987,34025.523021124,34025523.021124,yes,minor,98.1349073565221,732.165256483861,51.0806266931009,17.1959868041153,yes
360,12.1181879762605,100.833909452222,C,II,98.1881562736987,1008.59615880791,99.5605771068466,14816.744341921,14816744.341921,no,None,97.2559798940933,716.282313587009,48.0090927454126,12.2728915628529,yes
361,15.7559215152554,96.9834466877395,A,IV,109.147063534921,851.738746645773,95.4227995786421,24085.3529176321,24085352.9176321,yes,minor,89.0799759133283,691.159134383991,50.8623233509237,18.0833294495302,no
362,14.557400690214,103.078339855535,C,III,96.8836098676105,867.456355605599,98.5332574377623,21853.4539846721,21853453.9846721,no,None,96.7412734152192,683.37569066038,52.4441455021577,14.3244044314926,yes
363,17.5785471444141,102.692036177192,B,IV,100.073840476661,1034.11223557897,95.8229623556218,31741.581957879,31741581.957879,no,None,99.3706235588131,689.853183409273,50.9191959159469,15.7118267418553,no
364,18.3184439549521,98.314288444997,C,III,100.921061312043,1224.21910703147,103.742719158609,33001.2590356477,33001259.0356477,no,None,98.3623838796451,705.539947541447,49.9243367043848,16.7362138073701,yes
365,19.2332105466918,98.6602515443847,A,III,96.1416720142283,966.800829270592,91.6460714828296,36506.5825366442,36506582.5366442,yes,critical,95.3878156920697,690.450596864427,51.7963666046324,15.6355577450067,yes
366,18.7837638571258,98.1830251037077,A,II,100.849875598613,1212.59035504694,98.3930579818929,34651.719930446,34651719.930446,no,None,98.6148759426626,703.004257524377,49.0874269546255,16.6068524603482,no
367,29.4610102080006,99.7269187164046,A,IV,94.1210642236449,951.640767459606,98.0244872753352,86568.9855631417,86568985.5631417,yes,severe,92.158868863288,717.843889883993,49.2682023204729,27.5058626127486,no
368,13.0700083135729,98.9979240734175,B,IV,101.102673536502,977.325189534543,96.7625796188417,16921.2644732781,16921264.4732781,yes,severe,97.465969872994,722.396614136224,48.4521273772056,14.6694895199883,no
369,17.9258784964611,100.225276893633,C,IV,105.027941402118,1014.31816312409,101.636351007395,32215.9869298526,32215986.9298526,no,None,93.6170626774168,695.511237921057,50.6360776555864,16.4225529453542,no
370,21.7454076405342,96.2495648738115,C,III,102.677540455712,1097.19652428322,100.927874713742,45523.0363001901,45523036.3001901,no,None,96.2874156441662,671.562650988246,49.6605466015872,23.1332843293167,yes
371,28.142211329077,100.317093428917,C,I,102.53350098066,1218.53567992944,97.3400575221646,79461.1973657839,79461197.3657839,no,None,96.4728121675032,697.498546690757,50.1109791317249,29.9456508922414,no
372,20.4426094785681,100.031125342528,B,III,96.5427785994973,1075.36333723208,95.9990594533019,41810.7128425228,41810712.8425228,no,None,94.6899869791419,702.891885083152,53.9070619110376,22.0399344344844,yes
373,26.1957535420028,96.7987930774797,C,IV,100.83933605461,951.138347096211,98.5255840175008,66433.4101753662,66433410.1753662,no,None,99.1338486273774,637.746149536589,48.7189742683963,26.171936439791,no
